"subject" "activity" "mode" "parameter" "measure" "axis" "value" "component" "datasource"
"14" "SITTING" "TIME" "Jerk" "std" "Y" -0.986911323888889 "Body" "Gyro"
"14" "SITTING" "TIME" "Jerk" "std" "Z" -0.982819138888889 "Body" "Gyro"
"14" "SITTING" "TIME" "Mag" "std" NA -0.92549582962963 "Body" "Acc"
"14" "SITTING" "TIME" "Mag" "std" NA -0.92549582962963 "Gravity" "Acc"
"14" "SITTING" "TIME" "JerkMag" "std" NA -0.973343388888889 "Body" "Acc"
"14" "SITTING" "TIME" "Mag" "std" NA -0.947081158333333 "Body" "Gyro"
"14" "SITTING" "TIME" "JerkMag" "std" NA -0.986963989814815 "Body" "Gyro"
"14" "SITTING" "FREQUENCY" "" "std" "X" -0.976303056851852 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "" "std" "Y" -0.911591208203704 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "" "std" "Z" -0.917678155296296 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "Jerk" "std" "X" -0.981920831111111 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "Jerk" "std" "Y" -0.968943674259259 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "Jerk" "std" "Z" -0.978180020925926 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "" "std" "X" -0.981573087222222 "Body" "Gyro"
"14" "SITTING" "FREQUENCY" "" "std" "Y" -0.958227403148148 "Body" "Gyro"
"14" "SITTING" "FREQUENCY" "" "std" "Z" -0.956028807962963 "Body" "Gyro"
"14" "SITTING" "FREQUENCY" "Mag" "std" NA -0.929193937222222 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "JerkMag" "std" NA -0.972959409444444 "Body" "Acc"
"14" "SITTING" "FREQUENCY" "Mag" "std" NA -0.946517963703704 "Body" "Gyro"
"14" "SITTING" "FREQUENCY" "JerkMag" "std" NA -0.987065177777778 "Body" "Gyro"
"14" "STANDING" "TIME" "" "mean" "X" 0.280545613833333 "Body" "Acc"
"14" "STANDING" "TIME" "" "mean" "Y" -0.01520781344 "Body" "Acc"
"14" "STANDING" "TIME" "" "mean" "Z" -0.103817701790667 "Body" "Acc"
"14" "STANDING" "TIME" "" "mean" "X" 0.875319569 "Gravity" "Acc"
"14" "STANDING" "TIME" "" "mean" "Y" -0.226692231166667 "Gravity" "Acc"
"14" "STANDING" "TIME" "" "mean" "Z" -0.338174888666667 "Gravity" "Acc"
"14" "STANDING" "TIME" "Jerk" "mean" "X" 0.0737933748485 "Body" "Acc"
"14" "STANDING" "TIME" "Jerk" "mean" "Y" 0.00579566182983333 "Body" "Acc"
"14" "STANDING" "TIME" "Jerk" "mean" "Z" -0.00720777760485 "Body" "Acc"
"14" "STANDING" "TIME" "" "mean" "X" -0.0220886526891667 "Body" "Gyro"
"14" "STANDING" "TIME" "" "mean" "Y" -0.05581088271 "Body" "Gyro"
"14" "STANDING" "TIME" "" "mean" "Z" 0.07904758875 "Body" "Gyro"
"14" "STANDING" "TIME" "Jerk" "mean" "X" -0.100718458866667 "Body" "Gyro"
"14" "STANDING" "TIME" "Jerk" "mean" "Y" -0.04500967927 "Body" "Gyro"
"14" "STANDING" "TIME" "Jerk" "mean" "Z" -0.0509036177765 "Body" "Gyro"
"14" "STANDING" "TIME" "Mag" "mean" NA -0.943456847333333 "Body" "Acc"
"14" "STANDING" "TIME" "Mag" "mean" NA -0.943456847333333 "Gravity" "Acc"
"14" "STANDING" "TIME" "JerkMag" "mean" NA -0.972965788166667 "Body" "Acc"
"14" "STANDING" "TIME" "Mag" "mean" NA -0.943530016833333 "Body" "Gyro"
"14" "STANDING" "TIME" "JerkMag" "mean" NA -0.974873328 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "" "mean" "X" -0.9726995625 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "" "mean" "Y" -0.942178248333333 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "" "mean" "Z" -0.9424220265 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Jerk" "mean" "X" -0.97818164 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Jerk" "mean" "Y" -0.967249904833333 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Jerk" "mean" "Z" -0.966718434333333 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "" "mean" "X" -0.957111767 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "" "mean" "Y" -0.9508361945 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "" "mean" "Z" -0.950999877833333 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "Mag" "mean" NA -0.949715059833333 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "JerkMag" "mean" NA -0.970214125833333 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Mag" "mean" NA -0.944405563833333 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "JerkMag" "mean" NA -0.969175636833333 "Body" "Gyro"
"14" "STANDING" "TIME" "" "std" "X" -0.973268905 "Body" "Acc"
"14" "STANDING" "TIME" "" "std" "Y" -0.928525725333333 "Body" "Acc"
"14" "STANDING" "TIME" "" "std" "Z" -0.9222763115 "Body" "Acc"
"14" "STANDING" "TIME" "" "std" "X" -0.972005366333333 "Gravity" "Acc"
"14" "STANDING" "TIME" "" "std" "Y" -0.965781048333333 "Gravity" "Acc"
"14" "STANDING" "TIME" "" "std" "Z" -0.940757718 "Gravity" "Acc"
"14" "STANDING" "TIME" "Jerk" "std" "X" -0.978248526 "Body" "Acc"
"14" "STANDING" "TIME" "Jerk" "std" "Y" -0.966362425833333 "Body" "Acc"
"14" "STANDING" "TIME" "Jerk" "std" "Z" -0.970766734 "Body" "Acc"
"14" "STANDING" "TIME" "" "std" "X" -0.9610917615 "Body" "Gyro"
"14" "STANDING" "TIME" "" "std" "Y" -0.9462806205 "Body" "Gyro"
"14" "STANDING" "TIME" "" "std" "Z" -0.946589134666667 "Body" "Gyro"
"14" "STANDING" "TIME" "Jerk" "std" "X" -0.969948875166667 "Body" "Gyro"
"14" "STANDING" "TIME" "Jerk" "std" "Y" -0.9706929555 "Body" "Gyro"
"14" "STANDING" "TIME" "Jerk" "std" "Z" -0.974687865833333 "Body" "Gyro"
"14" "STANDING" "TIME" "Mag" "std" NA -0.936735577166667 "Body" "Acc"
"14" "STANDING" "TIME" "Mag" "std" NA -0.936735577166667 "Gravity" "Acc"
"14" "STANDING" "TIME" "JerkMag" "std" NA -0.970437182833333 "Body" "Acc"
"14" "STANDING" "TIME" "Mag" "std" NA -0.931426203833333 "Body" "Gyro"
"14" "STANDING" "TIME" "JerkMag" "std" NA -0.966834217 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "" "std" "X" -0.973605553666667 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "" "std" "Y" -0.926055903 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "" "std" "Z" -0.917781858666667 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Jerk" "std" "X" -0.980396601666667 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Jerk" "std" "Y" -0.967830182166667 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Jerk" "std" "Z" -0.973594305166667 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "" "std" "X" -0.962741032833333 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "" "std" "Y" -0.944306864 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "" "std" "Z" -0.950162705166667 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "Mag" "std" NA -0.939799869833333 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "JerkMag" "std" NA -0.969677515666667 "Body" "Acc"
"14" "STANDING" "FREQUENCY" "Mag" "std" NA -0.934815560833333 "Body" "Gyro"
"14" "STANDING" "FREQUENCY" "JerkMag" "std" NA -0.966019259166667 "Body" "Gyro"
"14" "WALKING" "TIME" "" "mean" "X" 0.271959598644068 "Body" "Acc"
"14" "WALKING" "TIME" "" "mean" "Y" -0.0217785380966102 "Body" "Acc"
"14" "WALKING" "TIME" "" "mean" "Z" -0.106756369135593 "Body" "Acc"
"14" "WALKING" "TIME" "" "mean" "X" 0.802973961525424 "Gravity" "Acc"
"14" "WALKING" "TIME" "" "mean" "Y" -0.270314822881356 "Gravity" "Acc"
"14" "WALKING" "TIME" "" "mean" "Z" -0.422495268474576 "Gravity" "Acc"
"14" "WALKING" "TIME" "Jerk" "mean" "X" 0.0720877913452542 "Body" "Acc"
"14" "WALKING" "TIME" "Jerk" "mean" "Y" 0.024116023559322 "Body" "Acc"
"14" "WALKING" "TIME" "Jerk" "mean" "Z" 0.0199723036949153 "Body" "Acc"
"14" "WALKING" "TIME" "" "mean" "X" -0.00347655062271186 "Body" "Gyro"
"14" "WALKING" "TIME" "" "mean" "Y" -0.0829682847966102 "Body" "Gyro"
"14" "WALKING" "TIME" "" "mean" "Z" 0.0513222717627119 "Body" "Gyro"
"14" "WALKING" "TIME" "Jerk" "mean" "X" -0.110656054802153 "Body" "Gyro"
"14" "WALKING" "TIME" "Jerk" "mean" "Y" -0.0438969529084746 "Body" "Gyro"
"14" "WALKING" "TIME" "Jerk" "mean" "Z" -0.0388825919508475 "Body" "Gyro"
"14" "WALKING" "TIME" "Mag" "mean" NA -0.144404671779661 "Body" "Acc"
"14" "WALKING" "TIME" "Mag" "mean" NA -0.144404671779661 "Gravity" "Acc"
"14" "WALKING" "TIME" "JerkMag" "mean" NA -0.377293155084746 "Body" "Acc"
"14" "WALKING" "TIME" "Mag" "mean" NA -0.137208741864407 "Body" "Gyro"
"14" "WALKING" "TIME" "JerkMag" "mean" NA -0.519895046779661 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "" "mean" "X" -0.421498172542373 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "" "mean" "Y" -0.174601844847458 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "" "mean" "Z" -0.177366434042373 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Jerk" "mean" "X" -0.472360616779661 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Jerk" "mean" "Y" -0.376766600508475 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Jerk" "mean" "Z" -0.415899179152542 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "" "mean" "X" -0.508595851864407 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "" "mean" "Y" -0.215894949525424 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "" "mean" "Z" -0.212925759152542 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "Mag" "mean" NA -0.373516771016949 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "JerkMag" "mean" NA -0.431591453389831 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Mag" "mean" NA -0.311386449661017 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "JerkMag" "mean" NA -0.591036936101695 "Body" "Gyro"
"14" "WALKING" "TIME" "" "std" "X" -0.402639098135593 "Body" "Acc"
"14" "WALKING" "TIME" "" "std" "Y" -0.0536126686650847 "Body" "Acc"
"14" "WALKING" "TIME" "" "std" "Z" 0.0518841040022034 "Body" "Acc"
"14" "WALKING" "TIME" "" "std" "X" -0.974816884237288 "Gravity" "Acc"
"14" "WALKING" "TIME" "" "std" "Y" -0.954455935762712 "Gravity" "Acc"
"14" "WALKING" "TIME" "" "std" "Z" -0.947516969830508 "Gravity" "Acc"
"14" "WALKING" "TIME" "Jerk" "std" "X" -0.454497019661017 "Body" "Acc"
"14" "WALKING" "TIME" "Jerk" "std" "Y" -0.344339569152542 "Body" "Acc"
"14" "WALKING" "TIME" "Jerk" "std" "Z" -0.472791088644068 "Body" "Acc"
"14" "WALKING" "TIME" "" "std" "X" -0.60038822220339 "Body" "Gyro"
"14" "WALKING" "TIME" "" "std" "Y" -0.0148392604279661 "Body" "Gyro"
"14" "WALKING" "TIME" "" "std" "Z" -0.12609080020339 "Body" "Gyro"
"14" "WALKING" "TIME" "Jerk" "std" "X" -0.571759911525424 "Body" "Gyro"
"14" "WALKING" "TIME" "Jerk" "std" "Y" -0.536737701694915 "Body" "Gyro"
"14" "WALKING" "TIME" "Jerk" "std" "Z" -0.497187687966102 "Body" "Gyro"
"14" "WALKING" "TIME" "Mag" "std" NA -0.36380562779661 "Body" "Acc"
"14" "WALKING" "TIME" "Mag" "std" NA -0.36380562779661 "Gravity" "Acc"
"14" "WALKING" "TIME" "JerkMag" "std" NA -0.439746918474576 "Body" "Acc"
"14" "WALKING" "TIME" "Mag" "std" NA -0.201401930542373 "Body" "Gyro"
"14" "WALKING" "TIME" "JerkMag" "std" NA -0.606103313898305 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "" "std" "X" -0.395859985762712 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "" "std" "Y" -0.0542709972186441 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "" "std" "Z" 0.0854892136933898 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Jerk" "std" "X" -0.484797709830508 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Jerk" "std" "Y" -0.353526894237288 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Jerk" "std" "Z" -0.528889535084746 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "" "std" "X" -0.630082075932203 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "" "std" "Y" 0.0832950551222034 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "" "std" "Z" -0.180232949016949 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "Mag" "std" NA -0.457490009491525 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "JerkMag" "std" NA -0.453426008983051 "Body" "Acc"
"14" "WALKING" "FREQUENCY" "Mag" "std" NA -0.265504551525424 "Body" "Gyro"
"14" "WALKING" "FREQUENCY" "JerkMag" "std" NA -0.65567766220339 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "X" 0.293422115555556 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Y" -0.0200141413657778 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Z" -0.0928330165533333 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "X" 0.81629643 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Y" -0.264254674666667 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Z" -0.392555882222222 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "X" 0.0428631626711111 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Y" 0.0291339421022222 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Z" 0.0104952601188889 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "X" -0.0147079653333333 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Y" -0.0945288409066667 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "mean" "Z" 0.0353344537555556 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "X" -0.108620377713333 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Y" -0.0740589810844444 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "mean" "Z" -0.0615978795422222 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Mag" "mean" NA 0.185537706866667 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Mag" "mean" NA 0.185537706866667 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "mean" NA 0.0353601375466667 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Mag" "mean" NA 0.166340011842444 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "mean" NA -0.275120883488889 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "X" 0.0212541553977778 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Y" 0.3714824704 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Z" 0.280735952206667 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "mean" "X" -0.0337820458644444 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "mean" "Y" 0.164775056133333 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "mean" "Z" -0.0248789805888889 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "X" -0.295315541666667 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Y" 0.0132082347333333 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "mean" "Z" 0.492414379822222 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "mean" NA 0.471905155133333 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "mean" NA 0.186223478065556 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "mean" NA -0.0787568406777778 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.254747132274667 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "X" 0.0178313402266667 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" 0.378870491755556 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" 0.451576075111111 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "X" -0.919098794 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" -0.920725940666667 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" -0.879565316666667 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "X" 0.0129597549231111 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Y" 0.192791766468889 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Z" -0.133634060621778 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "X" -0.354551638377778 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Y" 0.0569902222622222 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "" "std" "Z" 0.356198597177778 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "X" -0.537002097555556 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Y" -0.284318020488889 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Jerk" "std" "Z" 0.0913857550044444 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA 0.428405922622222 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA 0.428405922622222 "Gravity" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "std" NA 0.194708838913556 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "TIME" "Mag" "std" NA -0.0665144570666667 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "TIME" "JerkMag" "std" NA -0.274744003577778 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "X" 0.0140826092322222 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Y" 0.29363389996 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Z" 0.427563832371111 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "X" -0.0302396365755556 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "Y" 0.138737970022222 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Jerk" "std" "Z" -0.244857128202222 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "X" -0.378882872733333 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Y" 0.0741391154937778 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "" "std" "Z" 0.182794696328889 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "std" NA 0.178684580868889 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "std" NA 0.194263424111111 "Body" "Acc"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "Mag" "std" NA -0.223927430580444 "Body" "Gyro"
"14" "WALKING_DOWNSTAIRS" "FREQUENCY" "JerkMag" "std" NA -0.356849425488889 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" 0.26242106612963 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.0204388180024074 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" -0.112279688983333 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" 0.688256122222222 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.322680364814815 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" -0.49508872037037 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "X" 0.0803303022222222 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Y" -0.0183131159944444 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Z" 0.00344199486481481 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "X" 0.0813841685037037 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "Y" -0.123499570044444 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "" "mean" "Z" -0.0441381886666667 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "X" -0.128266667862963 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Y" -0.0207749732407407 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "mean" "Z" -0.0137237620296296 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA 0.140108204051852 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA 0.140108204051852 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "JerkMag" "mean" NA -0.28366383592037 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Mag" "mean" NA 0.365779419444444 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "JerkMag" "mean" NA -0.399921949557407 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "X" -0.323508442240741 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Y" 0.0163939234574074 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Z" 0.191693742633333 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "X" -0.383497147037037 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "Y" -0.347606639592593 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "mean" "Z" -0.264008468333333 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "X" -0.441048358648148 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Y" 0.118687692187963 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "mean" "Z" 0.196703218737037 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "mean" NA -0.0759851813333333 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.288744334092593 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "Mag" "mean" NA 0.0488588668185185 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "JerkMag" "mean" NA -0.457250612407407 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "X" -0.309396717592593 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "Y" 0.307195533 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "Z" 0.609017879074074 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "X" -0.928523640925926 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "Y" -0.907231431296296 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "Z" -0.875450819074074 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "X" -0.368780418888889 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Y" -0.336427181240741 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Z" -0.327868814314815 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "X" -0.454283337592593 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "Y" 0.476518714444444 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "" "std" "Z" 0.564875818162963 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "X" -0.646611034444444 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Y" -0.371479721296296 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Jerk" "std" "Z" -0.359816626703704 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "Mag" "std" NA -0.0197686685018519 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Mag" "std" NA -0.0197686685018519 "Gravity" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "JerkMag" "std" NA -0.337086266574074 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "TIME" "Mag" "std" NA 0.299975979851852 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "TIME" "JerkMag" "std" NA -0.485819293703704 "Body" "Gyro"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "X" -0.304980247962963 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "Y" 0.356072772037037 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "" "std" "Z" 0.687124163703704 "Body" "Acc"
"14" "WALKING_UPSTAIRS" "FREQUENCY" "Jerk" "std" "X" -0.41096787037037 "Body" "Acc"
